name,stop,synonymous,nonsynonymous
mut-DNA-rep1,0.00018843343467779352,0.0002096533924123836,0.0018060955961300886
mut-DNA-rep2,0.0001621128776857997,0.00020944483939498793,0.0018211399418570293
mut-DNA-rep3,0.00017003151853426326,0.0002168636818619554,0.0017980767158595325
mut-virus-rep1,3.495620022951309e-05,0.0003068165585878027,0.001287804997824155
mut-virus-rep1-10E8-60ug,3.841864454066431e-05,0.00031581710946511344,0.0013283924203326418
mut-virus-rep1-PG9-10ug,3.9174171744660534e-05,0.000342107245200718,0.0013873752866776106
mut-virus-rep1-PGT121-3-5ug,3.820580026667834e-05,0.00032421587446053343,0.0013877240341703958
mut-virus-rep1-PGT151-0-2ug,3.945857656601429e-05,0.0003267312119551678,0.001297888419679054
mut-virus-rep1-VRC01-11ug,3.8445919164590065e-05,0.0003256695920893914,0.001267334841897763
mut-virus-rep1-VRC34-33ug,4.3930648461194146e-05,0.00032730599030009297,0.0012522075876656305
mut-virus-rep1-smear-PG9-10ug,3.703505780178398e-05,0.0003358152221636007,0.0013738329012891793
mut-virus-rep1b,3.263713215775761e-05,0.0003043592099920566,0.0012103290675854188
mut-virus-rep1b-101074-4ug,3.238690865496418e-05,0.00031729697163062714,0.001375565362238692
mut-virus-rep1b-3BN-1074-pool-3ug,5.184468245360053e-05,0.00027647963355387846,0.0012833459372165457
mut-virus-rep1b-3BN-1074-pool-4ug,3.809975537472283e-05,0.00024502560068888774,0.0010220673507045212
mut-virus-rep1b-3BNC117-4ug,2.616880414400828e-05,0.00030614224628878545,0.001254157343518281
mut-virus-rep1b-PGT145-125ug,3.388333424136918e-05,0.00031423354163144317,0.001298663180559193
mut-virus-rep2,3.561248119517107e-05,0.0002960299550134056,0.0012208650750821536
mut-virus-rep2-VRC01-11ug,4.100159577239975e-05,0.0003266779559255092,0.001354279607288037
mut-virus-rep2-VRC01-8ug,3.47998610399652e-05,0.0002993105633286442,0.0012448676159663228
mut-virus-rep2b,3.212834180385958e-05,0.0002891948636549267,0.0012305751722181076
mut-virus-rep2b-101074-3ug,3.154432612062249e-05,0.00028281549774468136,0.001155855059823527
mut-virus-rep2b-101074-4ug,3.335786395121066e-05,0.00030247918810365275,0.0012087597787759036
mut-virus-rep2b-3BN-1074-pool-3ug,3.216479322532136e-05,0.0002809586956310372,0.0011709415139484927
mut-virus-rep2b-3BN-1074-pool-4ug,2.8668675115602457e-05,0.00027378009828813804,0.0013154437606686493
mut-virus-rep2b-3BNC117-3ug,3.273652948566429e-05,0.0002902314634791105,0.0011823018919634625
mut-virus-rep2b-3BNC117-4ug,3.2575854342951845e-05,0.000294919934093142,0.0012080982529541198
mut-virus-rep2b-PGT121-3-5ug,2.9499970661231364e-05,0.0002906271016714071,0.0012386662885941829
mut-virus-rep2b-PGT121-4-25ug,2.8464042088699636e-05,0.00032118527327272875,0.0012875816203468417
mut-virus-rep2b-PGT145-125ug,3.438151072674467e-05,0.0002959103341271923,0.0012879029217977215
mut-virus-rep3,3.717751536199181e-05,0.00029791547548490915,0.0012242508880563896
mut-virus-rep3-10E8-60ug,4.277334699591458e-05,0.0002984441630302441,0.0013382511254613526
mut-virus-rep3-3BNC117-1-1ug,3.795346648009042e-05,0.0003074827393187495,0.0012150845891899808
mut-virus-rep3-PG9-10ug,4.1642749303300477e-05,0.0003151784555112546,0.0013768395375818644
mut-virus-rep3-PGT151-0-2ug,3.9951651166053875e-05,0.00030793503437219987,0.0013105331209795677
mut-virus-rep3-VRC01-11ug,4.2820607665012025e-05,0.00031638372551697223,0.001328522634633197
mut-virus-rep3-VRC01-tr2-11ug,3.910269250457539e-05,0.00029765983054358565,0.0012869100141584618
mut-virus-rep3-VRC34-11ug,4.080131021421376e-05,0.0003099259056673708,0.001189165034790658
mut-virus-rep3-VRC34-33ug,3.874596666123426e-05,0.0003072420971069951,0.0012389484101437529
mut-virus-rep3b,3.2752018789322055e-05,0.00030350584804856505,0.0012094975029369737
mut-virus-rep3b-101074-4ug,2.9078685596161835e-05,0.00029115143326347595,0.001536737076605989
mut-virus-rep3b-3BN-1074-pool-3ug,4.097928766023842e-05,0.0003027734239812976,0.0012853054463819596
mut-virus-rep3b-3BN-1074-pool-4ug,3.993935156786618e-05,0.0002928406892535991,0.0013387823890063152
mut-virus-rep3b-3BNC117-4ug,3.497395617343957e-05,0.00029737426513310356,0.001262166967785514
mut-virus-rep3b-PGT121-3-5ug,3.380444231464889e-05,0.00029635459141306357,0.0013646860303787682
mut-virus-rep3b-PGT145-125ug,3.3117743014335024e-05,0.0003172756304441364,0.0013343176922309616
wt-DNA-rep1,1.0133976079658096e-05,4.9440909144097354e-05,0.0001367462211591876
wt-DNA-rep2,1.0993784720186825e-05,5.040697276191643e-05,0.0001374411017967288
wt-DNA-rep3,9.54712990005321e-06,5.0117449130863876e-05,0.00013439727957423547
wt-virus-rep1,2.863080118014831e-05,0.00014910211033196616,0.00040246805496163904
wt-virus-rep1b,2.7078553602174885e-05,0.0001540148370890302,0.0003914195131475457
wt-virus-rep2,2.617401940192261e-05,0.00014581488411291902,0.0003923625873751932
wt-virus-rep2b,2.5337551827420704e-05,0.00014701704807134388,0.00039164430676319337
wt-virus-rep3,2.622996647268475e-05,0.00013895826709709055,0.00036675421164978435
wt-virus-rep3b,2.579470966704305e-05,0.00014982531041710836,0.00040096027764245824
