name,stop,synonymous,nonsynonymous
LAI-mut-virus-rep1,5.805867083330999e-05,0.0002197705642485266,0.0014849992718542044
LAI-mut-virus-rep1-PGT151-2ug,5.295722636922094e-05,0.00023475069002475553,0.001631818638098219
LAI-mut-virus-rep1-VRC01-14ug,5.8834489045280474e-05,0.00020831180213291828,0.001416837244783884
LAI-mut-virus-rep2,5.764650079427982e-05,0.0002084786361803825,0.0014174550844654086
LAI-mut-virus-rep2-PGT151-2ug,6.1024773446704846e-05,0.0002223381394929867,0.0015439455884864272
LAI-mut-virus-rep2-VRC01-14ug,4.733277439320882e-05,0.0002166559568513602,0.001358161254411947
LAI-mut-virus-rep3,4.9654392063839404e-05,0.00022048484082614426,0.0012194072052191809
LAI-mut-virus-rep3-PGT151-2ug,5.540408703703391e-05,0.0002271132926395811,0.0013191388420285023
LAI-mut-virus-rep3-VRC01-11ug,4.548361682062312e-05,0.00022215185180822324,0.0011411925383031784
LAI-mut-virus-rep3-VRC01-14ug,5.3691689467486526e-05,0.00022562877216381917,0.001150674474626684
LAI-mut-virus-rep3-VRC01-9ug,4.24082817267868e-05,0.0002187359788668944,0.0011296176918612008
LAI-wt-DNA-rep1,1.5220403182216757e-05,5.0943461954196e-05,0.00015045024050899033
LAI-wt-DNA-rep2,1.7207513660840004e-05,5.410934112951849e-05,0.0001602628359101573
LAI-wt-DNA-rep3,1.4883804074253873e-05,5.056489464853864e-05,0.00015227987231066677
